Index,Condo Name,Address
833,KIM KEAT LODGE,"5 Kim Keat Road, 328843"
834,KIM SIA COURT,"1 Jalan Jintan, 229001"
835,KIMLIN MANSION,"38 One Tree Hill, 248696"
836,KINDOL GARDENS,"61 Jalan Malu-malu, 769676"
837,KING'S ARCADE,"559 Bukit Timah Road, 269695"
838,KING'S COURT,"10 Norfolk Road, 219014"
839,KING'S MANSION,"437 Tanjong Katong Road, 437147"
840,KINGS APARTMENTS,"2 Lorong K Telok Kurau, 425604"
841,KINGSFORD . HILLVIEW PEAK,"105 Hillview Rise, 667968"
842,KINGSFORD WATERBAY,"84 Upper Serangoon View, 533876"
843,KINGSGROVE,"1801 Ang Mo Kio Avenue 1, 569979"
844,KINGSLEY MANSIONS,"27 Boon Teck Road, 329599"
845,KINTA ROAD,"28 Kinta Road, 219097"
846,KISMIS COURT,"1 Toh Yi Road, 596484"
847,KISMIS VIEW,"15 Lorong Kismis, 598008"
848,KJ MANSION,"7 Rosyth Road, 546144"
849,KLASSIC COURT,"133 Koon Seng Road, 427063"
850,KNOX VIEW,"21 Lorong M Telok Kurau, 425307"
851,KOH'S VILLE,"52 Highland Road, 549134"
852,KOON SENG COURT,"117 Koon Seng Road, 427049"
853,KOVAN 81,"81 Kovan Road, 548173"
854,KOVAN APARTMENTS,"32 Kovan Road, 548102"
855,KOVAN CENTRE,"9 Yio Chu Kang Road, 545523"
856,KOVAN CREST,"45 Kovan Road, 54813"
857,KOVAN ESQUIRE,"47 Kovan Road, 548132"
858,KOVAN GRANDEUR,"118 Tampines Road, 535193"
859,KOVAN MELODY,"37 Kovan Road, 545018"
860,KOVAN PRIMERA,"89 Kovan Road, 548177"
861,KOVAN REGENCY,"12 Kovan Rise, 544714"
862,KOVAN RESIDENCES,"5 Kovan Road, 544894"
863,KOVANA,"53 Kovan Road, 548136"
864,KUIE PONG LOFT,"10 Robin Walk, 258159"
865,KUM HING COURT,"28 Tomlinson Road, 247854"
866,KURAU COURT,"201 Telok Kurau Road, 42391"
867,L'VIV,"23 Newton Road, 307955"
868,LA BRISA,"50 Lorong 28 Geylang, 398453"
869,LA CASA,"68 Woodlands Drive 16, 737892"
870,LA CRYSTAL,"160 Killiney Road, 239568"
871,LA DOLCE VITA,"343 Upper Paya Lebar Road, 534954"
872,LA FIESTA,"58 Sengkang Square, 544699"
873,LA FLEUR,"8 Lorong 26 Geylang, 398483"
874,LA MAISON,"10 Moulmein Rise, 308125"
875,LA MEYER,"66 Meyer Road, 437894"
876,LA NOUVELLE,"10 Shrewsbury Road, 307811"
877,LA SUISSE,"1 Swiss View, 288007"
878,LA VIDA @ 130,"130 Lorong K Telok Kurau, 425769"
879,LAGUNA 88,"44 Eastwood Road, 486355"
880,LAGUNA GREEN,"20 Jalan Hajijah, 468726"
881,LAKE GRANDE,"8 Jurong Lake Link, 64813"
882,LAKE LIFE,"2 Tao Ching Road, 618721"
883,LAKEHOLMZ,"80 Corporation Road, 649819"
884,LAKEPOINT CONDOMINIUM,"2 Lakepoint Drive, 648923"
885,LAKEVILLE,"11 Jurong Lake Link, 648155"
886,LANDBAY CONDO,"3 Jalan Hajijah, 468698"
887,LANDRIDGE CONDOMINIUM,"202 Pasir Panjang Road, 118572"
888,LANGSTON VILLE,"15 Kim Yam Road, 239328"
889,LATITUDE,"31 Jalan Mutiara, 249206"
890,LAUREL TREE,"42 Hillview Terrace, 669267"
891,LAVERNE'S LOFT,"66 Lorong L Telok Kurau, 425509"
892,LE ARC,"6 Lorong 26 Geylang, 398481"
893,LE CHATEAU,"67 Cavenagh Road, 229621"
894,LE CONNEY PARK,"87 Lorong L Telok Kurau, 425525"
895,LE CRESCENDO,"233 Paya Lebar Road, 409044"
896,LE GAMBIR,"59 Lorong Gambir, 536613"
897,LE HILL CONDOMINIUM,"42 Pasir Panjang Hill, 118894"
898,LE LOYANG,"43 Jalan Loyang Besar, 509371"
899,LE M RESIDENCE,"6 Lorong M Telok Kurau, 425286"
900,LE MARICAN,"95 Lorong Marican, 417301"
901,LE MERRITT,"64 Lorong M Telok Kurau, 425365"
902,LE QUEST,"10 Bukit Batok Street 41, 657977"
903,LE REGAL,"340 Geylang Road, 389365"
904,LE REVE,"17 Kampong Eunos, 417778"
905,LE SHANTIER,"4 Shan Road, 328106"
906,LE SOMME,"60 Somme Road, 207876"
907,LEEDON 2,"2 Leedon Road, 267829"
908,LEEDON HEIGHTS,"16 Leedon Road, 267862"
909,LEEDON RESIDENCE,"4 Leedon Heights, 266214"
910,LEGENDA AT JOO CHIAT,"17 Joo Chiat Lane, 428096"
911,LEICESTER LODGE,"9 Leicester Road, 358843"
912,LEICESTER SUITES,"10 Leicester Road, 358844"
913,LEIGHWOODS,"37 Mount Sinai Rise, 276956"
914,LEITH GROVE,"6 Leith Park, 547933"
915,LEONIE CONDOTEL,"2 Leonie Hill Road, 239192"
916,LEONIE GARDENS,"23 Leonie Hill, 239224"
917,LEONIE HILL RESIDENCES,"1 Leonie Hill Road, 239191"
918,LEONIE PARC VIEW,"22 Leonie Hill Road, 239195"
919,LEONIE SUITES,"21 Leonie Hill, 239223"
920,LEONIE TOWERS,"20 Leonie Hill, 239222"
921,LEVENUE,"55 Lengkong Empat, 417642"
922,LEVILLE ISUITES,"28 Ceylon Road, 429621"
923,LEWIS LODGE,"39 Lewis Road, 258612"
924,LIEN TOWERS,"21 Holland Park, 249476"
925,LILYDALE,"550 Yishun Avenue 6, 768961"
926,LIMAU PARK,"22 Jalan Limau Bali, 468493"
927,LINCOLN SUITES,"1 Khiang Guan Avenue, 30838"
928,LION TOWERS,"2 Essex Road, 30933"
929,LIVIA,"71 Pasir Ris Grove, 518205"
930,LIVINGSTON MANSIONS,"135 Lorong L Telok Kurau, 425571"
931,LLOYD COURT,"40 Lloyd Road, 239107"
932,LLOYD MANSION,"3 Lloyd Road, 239092"
933,LLOYD SIXTYFIVE,"65 Lloyd Road, 239114"
934,LOFT 33,"33 Lorong 32 Geylang, 398293"
935,LOFT @ NATHAN,"428 River Valley Road, 248327"
936,LOFT @ RANGOON,"113 Rangoon Road, 218392"
937,LOFT @ STEVENS,"68 Stevens Road, 257856"
938,LOFT@HOLLAND,"151 Holland Road, 27858"
939,LORONG 31 GEYLANG,"16 Lorong 31 Geylang, 388024"
940,LOYANG GARDENS,"49 Jalan Loyang Besar, 509373"
941,LUCIDA,"2 Suffolk Road, 30778"
942,LUMA,"6 River Valley Grove, 238403"
943,LUSH ACRES,"1 Fernvale Close, 797485"
944,LUSH ON HOLLAND HILL,"21 Holland Hill, 278737"
945,LUTHERAN TOWERS,"21 Tan Kim Cheng Road, 266621"
946,LUXE VILLE,"336 Pasir Panjang Road, 118668"
947,M SUITES,"65 Lorong Melayu, 416952"
948,M21,"21 Mandalay Road, 308208"
949,MABELLE,"15 Lorong M Telok Kurau, 425303"
950,MACPHERSON GREEN,"568 Macpherson Road, 368236"
951,MADEIRA COURT,"18 Lorong M Telok Kurau, 425408"
952,MADISON RESIDENCES,"355 Bukit Timah Road, 259724"
953,MALVERN SPRINGS,"373 Onan Road, 424775"
954,MANDALAY MANSION,"15 Minbu Road, 308166"
955,MANDALAY TOWERS,"35 Mandalay Road, 308215"
956,MANDALE HEIGHTS,"45 Mandalay Road, 308225"
957,MANDARIN GARDENS,"1 Siglap Road, 448906"
958,MANHATTAN MANSIONS,"76 Grange Road, 24958"
959,MANSIONS 28,"28 Lorong 31 Geylang, 388038"
960,MAPLE WOODS,"985 Bukit Timah Road, 589627"
961,MARGARET VILLE,"20 Margaret Drive, 149312"
962,MARGATE POINT,"2 Margate Road, 438042"
963,MARINA COLLECTION,"13 Cove Drive, 98327"
964,MARINE BLUE,"81 Marine Parade Road, 449309"
965,MARINE MANSION,"28 Sea Avenue, 424249"
966,MARINE MEADOWS,"163 Marine Parade, 449528"
967,MARINE VIEW MANSION,"97 Marine Parade, 449273"
968,MARINE VIEW MANSIONS,"97 Marine Parade, 449273"
969,MARINE VILLE,"161 Marine Parade, 449527"
970,MARSHALL LODGE,"89 Marshall Road, 424886"
971,MARTIA 8,"8 Martia Road, 424795"
972,MARTIA RESIDENCE,"7 Martia Road, 424794"
973,MARTIN EDGE,"50 Martin Road, 239071"
974,MARTIN PLACE RESIDENCES,"2 Martin Place, 237988"
975,MARTINA MANSIONS,"315 Bukit Timah Road, 25971"
976,MARYLAND PARK,"19 Amber Gardens, 439962"
977,MARYMOUNT VIEW,"11 Pemimpin Drive, 576148"
978,MAYA,"9 Still Road, 423953"
979,MAYBELLE LODGE,"38 Lorong K Telok Kurau, 425649"
980,MAYFAIR RESIDENCES,"531 East Coast Road, 429065"
981,MEADOWLODGE,"31 Chun Tin Road, 599717"
982,MEADOWS @ PEIRCE,"626 Upper Thomson Road, 78713"
983,MEDGE,"2 Minbu Road, 308186"
984,MEIER SUITES,"10 Margate Road, 438051"
985,MELINIA COURT,"56 Lorong M Telok Kurau, 425354"
986,MELOSA,"28 Lorong 28 Geylang, 398432"
987,MELROSE PARK,"91 Kellock Road, 248903"
988,MELROSE VILLE,"10 Rose Lane, 43737"
989,MELVILLE PARK,"12 Simei Street 1, 52994"
990,MENDON SPRING,"198 Pasir Panjang Road, 117526"
991,MENG GARDEN,"65 Lloyd Road, 239114"
992,MERA EAST,"336 Changi Road, 419809"
993,MERA SPRINGS,"81 Carlisle Road, 219647"
994,MERALODGE,"83 Hillview Avenue, 669583"
995,MERAPRIME,"301 Jalan Bukit Ho Swee, 169568"
996,MERAWOODS,"136 Hillview Avenue, 669598"
997,MERGUI MANSIONS,"81 Mergui Road, 219057"
998,MERIDIAN 38,"38 Lorong M Telok Kurau, 425317"
999,MERLOT VILLE,"281 Telok Kurau Road, 423847"
1000,METRO LOFT,"5 Lorong 27 Geylang, 388158"
1001,MEYA LODGE,"23 Meyappa Chettiar Road, 358463"
1002,MEYER PARK,"81 Meyer Road, 437908"
1003,MEYER RESIDENCE,"3 Meyer Place, 437991"
1004,MI CASA,"311 Choa Chu Kang Avenue 3, 689859"
1005,MIDTOWN RESIDENCES,"1189 Upper Serangoon Road, 534785"
1006,MILL CREEK,"10 Lorong Marzuki, 417052"
1007,MILL POINT,"1 Zion Close, 247811"
1008,MINBU COURT,"54 Minbu Road, 308184"
1009,MINBU VILLA,"56 Minbu Road, 308185"
1010,MINT RESIDENCES @ JANSEN,"20 Jansen Road, 548411"
1011,MIRO,"1 Lincoln Road, 308365"
1012,MODA,"42 East Coast Road, 428762"
1013,MODENA,"35 Simei Street 4, 529869"
1014,MON JERVOIS,"47 Jervois Road, 247656"
1015,MONARCHY APARTMENTS,"51 Mandalay Road, 308231"
1016,MONKS HILL FLAT,"2 Winstedt Road, 227979"
1017,MONTEBLEU,"8 Minbu Road, 308162"
1018,MONTEREY PARK CONDOMINIUM,"21 West Coast Rise, 127464"
1019,MONTROSA,"132 Hillview Avenue, 669597"
1020,MONTVIEW,"63 Mount Sinai Drive, 277116"
1021,MONVILLE MANSIONS,"530 Balestier Road, 329857"
1022,MORI,"223 Guillemard Road, 399738"
1023,MORIMASA GARDENS,"11 Gilstead Road, 309065"
1024,MORO MANSIONS,"3 Lorong 37 Geylang, 387901"
1025,MOULMEIN COURT,"91 Moulmein Road, 308078"
1026,MOULMEIN STUDIOS,"147 Moulmein Road, 30809"
1027,MOUNT FABER LODGE,"27 Mount Faber Road, 992"
1028,MOUNT ROSIE GARDEN,"50 Goldhill Avenue, 309031"
1029,MOUNTBATTEN REGENCY,"825 Mountbatten Road, 437818"
1030,MOUNTBATTEN SUITES,"861 Mountbatten Road, 437842"
1031,MULBERRY TREE,"167 Moulmein Road, 308092"
1032,MUTIARA CREST,"2 Jalan Mutiara, 249183"
1033,MUTIARA VIEW,"11 Jalan Mutiara, 249191"
1034,MY MANHATTAN,"25 Simei Street 3, 529899"
1035,NADIA MANSIONS,"30 Ah Hood Road, 329976"
1036,NASSIM 9,"9 Nassim Road, 258376"
1037,NASSIM JADE,"3 Nassim Road, 258371"
1038,NASSIM LODGE,"7 Nassim Road, 258374"
1039,NASSIM MANSION,"32 Nassim Hill, 258472"
1040,NASSIM PARK RESIDENCES,"15 Nassim Road, 258386"
1041,NASSIM REGENCY,"37 Nassim Road, 258423"
1042,NASSIMVILLE,"11 Nassim Road, 258378"
1043,NATHAN RESIDENCES,"23 Nathan Road, 248744"
1044,NATHAN SUITES,"21 Nathan Road, 248743"
1045,NATURA @ HILLVIEW,"18 Hillview Terrace, 669229"
1046,NATURALIS,"2 Lorong M Telok Kurau, 425279"
1047,NATURE MANSIONS,"52 Lorong K Telok Kurau, 42578"
1048,NAUNG RESIDENCE,"1 Jalan Naung, 53767"
1049,NEEM TREE,"30 Jalan Kemaman, 329341"
1050,NEPTUNE COURT,"1 Marine Vista, 449025"
1051,NESS,"38 Lorong 32 Geylang, 398298"
1052,NEW COURT,"35 Jalan Dusun, 329387"
1053,NEW FUTURA,"14 Leonie Hill Road, 239193"
1054,NEWEST,"1 West Coast Drive, 12802"
1055,NEWTON 18,"18 Newton Road, 307989"
1056,NEWTON EDGE,"1 Makeway Avenue, 228598"
1057,NEWTON GEMS,"50 Newton Road, 307991"
1058,NEWTON IMPERIAL,"24 Newton Road, 307956"
1059,NEWTON LODGE,"41 Newton Road, 307968"
1060,NEWTON MANSION,"27 Gilstead Road, 309071"
1061,NEWTON ONE,"1 Newton Road, 307943"
1062,NEWTON SUITES,"60 Newton Road, 307994"
1063,NICOLE GREEN,"68 Guillemard Road, 39971"
1064,NIM GARDENS,"71 Nim Road, 807583"
1065,NIN RESIDENCE,"81 Pheng Geck Avenue, 348269"
1066,NINE DEGREES,"90 Tanjong Katong Road, 436959"
1067,NIVEN LOFT,"70 Niven Road, 228421"
1068,NIVEN SUITES,"8 Wilkie Terrace, 228031"
1069,NOMU,"20 Handy Road, 229236"
1070,NORFOLK COURT,"103 Mergui Road, 219068"
1071,NORMANTON PARK,"1 Normanton Park, 118998"
1072,NORTH PARK RESIDENCES,"15 Yishun Central 1, 768797"
1073,NORTHOAKS,"20 Woodlands Crescent, 738081"
1074,NORTHVALE,"61 Choa Chu Kang Loop, 689668"
1075,NORTHWOOD,"68 Jalan Mata Ayer, 757487"
1076,NOUVEL 18,"18 Anderson Road, 259977"
1077,NOUVELLE PARK,"131 Poh Huat Road West, 546684"
1078,NOVA 48,"8 Prome Road, 328316"
1079,NOVELIS,"75 Sinaran Drive, 308322"
1080,NOVENA COURT,"2 Jalan Novena Barat, 308603"
1081,NOVENA HILL,"33 Jalan Novena, 308651"
1082,NOVENA LODGE,"2 Jalan Merlimau, 308729"
1083,NOVENA REGENCY,"275 Thomson Road, 307645"
1084,NOVENA SUITES,"200 Moulmein Road, 308107"
1085,NUOVO,"21 Ang Mo Kio Avenue 9, 569786"
1086,NUTMEG COURT,"6 Nutmeg Road, 228337"
1087,NV RESIDENCES,"91 Pasir Ris Grove, 51819"
1088,OASIS @ ELIAS,"60 Elias Road, 519938"
1089,OASIS GARDEN,"51 Jalan Bunga Rampai, 53842"
1090,OCEAN PARK,"520 East Coast Road, 458965"
1091,OCEANFRONT SUITES,"173 Jalan Loyang Besar, 509424"
1092,OEI TIONG HAM PARK RESIDENCES,"29 Oei Tiong Ham Park, 267034"
1093,OKIO,"262 Balestier Road, 329714"
1094,OLA RESIDENCES,"837 Mountbatten Road, 43783"
1095,OLEANAS RESIDENCE,"42 Kim Yam Road, 239347"
1096,OLEANDER TOWERS,"911 Lorong 1 Toa Payoh, 319771"
1097,ONAN COURT,"291 Onan Road, 424772"
1098,ONAN SUITES,"215 Onan Road, 424597"
1099,ONE @ PULASAN,"1 Pulasan Road, 424366"
1100,ONE AKYAB,"1 Akyab Road, 309972"
1101,ONE AMBER,"1 Amber Gardens, 439957"
1102,ONE BALMORAL,"1 Balmoral Road, 259784"
1103,ONE CHATSWORTH,"1 Chatsworth Road, 249745"
1104,ONE DEVONSHIRE,"1 Devonshire Road, 239896"
1105,ONE DRAYCOTT,"1 Draycott Park, 259385"
1106,ONE DUCHESS,"1 Duchess Road, 268977"
1107,ONE DUSUN RESIDENCES,"1 Jalan Dusun, 329363"
1108,ONE EIGHTIES RESIDENCES,"186 Joo Chiat Terrace, 427332"
1109,ONE FORT,"1 Fort Road, 439069"
1110,ONE JERVOIS,"3 Jervois Close, 249099"
1111,ONE LEICESTER,"1 Leicester Road, 358828"
1112,ONE ROBIN,"1 Robin Road, 258176"
1113,ONE ROSYTH,"1 Rosyth Road, 546133"
1114,ONE TREE HILL COLLECTION,"12 One Tree Hill, 248677"
1115,ONE TREE HILL MANSIONS,"69 One Tree Hill, 248706"
1116,ONEROBEY,"1 Robey Crescent, 546256"
1117,OPAL SUITES,"1 Opal Crescent, 328396"
1118,OPTIMA @ TANAH MERAH,"80 Tanah Merah Kechil Avenue, 465514"
1119,ORANGE GROVE RESIDENCES,"27 Orange Grove Road, 258356"
1120,ORANGE GROVE ROAD,"8 Orange Grove Road, 258342"
1121,ORANGE REGENCY,"101 Fernhill Road, 259137"
1122,ORCHARD BEL AIR,"245 Orchard Boulevard, 248648"
1123,ORCHARD COURT,"19 Oxley Road, 238619"
1124,ORCHARD SCOTTS,"3 Anthony Road, 229953"
1125,ORCHARD TOWER REAR BLOCK APARTMENT,"1 Claymore Drive, 229594"
1126,ORCHARD VIEW,"29 Angullia Park, 239977"
1127,ORCHID APARTMENT,"42 Eng Neo Avenue, 289546"
1128,ORCHID APARTMENTS,"42 Eng Neo Avenue, 289533"
1129,ORCHID MANSION,"11 Amber Road, 439857"
1130,ORCHID PARK CONDOMINIUM,"81 Yishun Street 81, 768445"
1131,OUE TWIN PEAKS,"33 Leonie Hill Road, 239197"
1132,OVADA 8,"127 Koon Seng Road, 427071"
1133,OWEN 88,"88 Owen Road, 218901"
1134,OWEN COURT,"104 Owen Road, 218912"
1135,OXFORD SUITES,"21 Oxford Road, 218817"
1136,OXLEY GARDEN,"1 Oxley Garden, 238732"
1137,OXLEY MANSION,"26 Oxley Road, 23862"
1138,OXLEY RESIDENCE,"43 Oxley Road, 238632"
1139,PADDY GREEN,"1 Lorong 12 Geylang, 398982"
1140,PALISADES,"294 Pasir Panjang Road, 118635"
1141,PALM GALLERIA,"78 Lorong K Telok Kurau, 425701"
1142,PALM GREEN,"481 Pasir Panjang Road, 117621"
1143,PALM GROVE CONDOMINIUM,"19 Palm Grove Avenue, 547315"
1144,PALM HAVEN,"18 Palm Grove Avenue, 547312"
1145,PALM ISLES,"40 Flora Drive, 506866"
1146,PALM LODGE,"4 Lorong 37 Geylang, 387902"
1147,PALM LOFT,"136 Joo Chiat Terrace, 427282"
1148,PALM MANSIONS,"345 Pasir Panjang Road, 118684"
1149,PALM OASIS,"51 Lorong H Telok Kurau, 426052"
1150,PALM RESIDENCE,"7 Jalan Rajawali, 598429"
1151,PALM SPRING,"16 Ewe Boon Road, 259324"
1152,PALM VISTA,"47 Lorong G Telok Kurau, 426224"
1153,PALMERA EAST,"29 Lorong Melayu, 416914"
1154,PALMERA RESIDENCE,"38 Lorong N Telok Kurau, 425163"
1155,PANDAN VALLEY,"1 Pandan Valley, 597631"
1156,PAPILLON,"8 Jalan Rama Rama, 329089"
1157,PARADISE PALMS,"505 Dunman Road, 439198"
1158,PARBURY HILL CONDOMINIUM,"28 Parbury Avenue, 467298"
1159,PARC ASTON,"2 Leicester Road, 358831"
1160,PARC BLEU,"262 Joo Chiat Place, 427944"
1161,PARC BOTANNIA,"10 Fernvale Street, 79739"
1162,PARC CENTENNIAL,"100 Kampong Java Road, 228867"
1163,PARC CENTRAL RESIDENCES,"119 Tampines Street 86, 528513"
1164,PARC CENTROS,"84 Punggol Central, 828719"
1165,PARC ELEGANCE,"11 Telok Kurau Road, 423761"
1166,PARC GREENWICH,"33 Fernvale Lane, 797504"
1167,PARC HAVEN,"12 Lorong Limau, 328741"
1168,PARC LIFE,"29 Sembawang Crescent, 756982"
1169,PARC MONDRIAN,"21 Woodleigh Close, 357916"
1170,PARC OASIS,"35 Jurong East Avenue 1, 609774"
1171,PARC OLYMPIA,"56 Flora Drive, 506856"
1172,PARC REGENCY,"315 Pasir Panjang Road, 118652"
1173,PARC ROSEWOOD,"71 Rosewood Drive, 737783"
1174,PARC SEABREEZE,"532 Joo Chiat Road, 427711"
1175,PARC SOMME,"62 Somme Road, 207877"
1176,PARC STEVENS,"21 Stevens Drive, 257913"
1177,PARC VERA,"10 Hougang Street 32, 534037"
1178,PARC VISTA,"450 Corporation Road, 64981"
1179,PARK 1 SUITES,"8 Lorong 40 Geylang, 398054"
1180,PARK COLONIAL,"10 Woodleigh Lane, 357657"
1181,PARK COURT,"9 Lorong 101 Changi, 426641"
1182,PARK EAST,"69 Jalan Tua Kong, 457264"
1183,PARK GREEN,"2 Rivervale Link, 54504"
1184,PARK HOUSE,"21 Orchard Boulevard, 248645"
1185,PARK INFINIA AT WEE NAM,"2 Lincoln Road, 308342"
1186,PARK NATURA,"31 Bukit Batok East Avenue 6, 659763"
1187,PARK RESIDENCES @ KOVAN,"831 Upper Serangoon Road, 534679"
1188,PARK WEST,"2 Jalan Lempeng, 128793"
1189,PARKVIEW APARTMENTS,"5 Bukit Batok Street 25, 65888"
1190,PARKVIEW ECLAT,"138 Grange Road, 249617"
1191,PARKWAY APARTMENT,"13 Amber Road, 439863"
1192,PARKWAY LODGE,"525 Joo Chiat Road, 427705"
1193,PARKWAY VIEW,"39 Marine Parade, 449265"
1194,PARRY COURT,"35 Parry Avenue, 547261"
1195,PARVIS,"12 Holland Hill, 278743"
1196,PASIR PANJANG COURT,"21 Pasir Panjang Close, 118972"
1197,PASIR PANJANG LODGE,"390 Pasir Panjang Road, 118722"
1198,PASIR VIEW PARK,"200 Pasir Panjang Road, 118571"
1199,PASTORAL VIEW,"7 Bassein Road, 309837"
1200,PATENT PLACE,"17 Jalan Rajawali, 598434"
1201,PATERSON LINC,"20 Paterson Road, 238509"
1202,PATERSON RESIDENCE,"71 Paterson Road, 238543"
1203,PATERSON SUITES,"55 Paterson Road, 23855"
1204,PAVILION 11,"23 Akyab Road, 309978"
1205,PAVILION SQUARE,"345 Geylang Road, 389366"
1206,PAYA LEBAR RESIDENCES,"27 Paya Lebar Road, 409042"
1207,PEACH GARDEN,"1 Peach Garden, 437602"
1208,PEAK RESIDENCE,"333 Thomson Road, 307675"
1209,PEIRCE VIEW,"557 Upper Thomson Road, 574418"
1210,PENANG SERVICE APARTMENTS,"16 Lorong 34 Geylang, 398213"
1211,PENG'S COURT,"226 Tembeling Road, 423714"
1212,PENHAS ROAD,"1 Penhas Road, 208173"
1213,PEPPERMINT GROVE,"45 Newton Road, 307971"
1214,PEPYS HILL CONDOMINIUM,"19 Pepys Road, 11845"
1215,PERFECT TEN,"321 Bukit Timah Road, 259781"
1216,PERMAI RESIDENCES,"524 Kampong Bahru Road, 99455"
1217,PETAIN COURT,"2 Petain Road, 208085"
1218,PHOENIX HEIGHTS,"1 Phoenix Walk, 668105"
1219,PHOENIX RESIDENCES,"83 Phoenix Avenue, 668384"
1220,PIN MANSIONS,"18 Lim Ah Pin Road, 547837"
1221,PINE COURT,"28 Lorong L Telok Kurau, 42544"
1222,PINEHURST CONDOMINIUM,"132 Lorong L Telok Kurau, 425569"
1223,PINETREE CONDO,"28 Balmoral Park, 259856"
1224,PINEVALE,"2 Tampines Street 73, 528823"
1225,PINEWOOD GARDENS,"21 Balmoral Park, 25985"
1226,PINNACLE 16,"16 Shan Road, 328107"
1227,PLATINUM EDGE,"18 Leicester Road, 358847"
1228,POINT LOMA,"30 Shelford Road, 288423"
1229,PORTOFINO,"6 Sarkies Road, 258126"
1230,POSHGROVE EAST,"335 East Coast Road, 42896"
1231,PRESIDIO,"5 Ceylon Lane, 423472"
1232,PRESTIGE HEIGHTS,"348 Balestier Road, 329778"
1233,PRESTIGE LOFT,"286 Telok Kurau Road, 423911"
1234,PRESTIGE POINT,"398 Upper Paya Lebar Road, 534986"
1235,PRESTIGE RESIDENCE,"52 Lorong G Telok Kurau, 426235"
1236,PRESTO @ UPPER SERANGOON,"528 Upper Serangoon Road, 534543"
1237,PRIME RESIDENCE,"41 Lorong 22 Geylang, 398697"
1238,PRIMEDGE,"45 Lorong 34 Geylang, 398236"
1239,PRINCE APARTMENT,"34 Jalan Datoh, 329421"
1240,PRINCIPAL GARDEN,"91 Prince Charles Crescent, 159025"
1241,PRISTINE HEIGHTS,"77 Mergui Road, 219053"
1242,PROSPERO VILLE,"127 Lorong K Telok Kurau, 425766"
1243,PROVENCE RESIDENCE,"23 Canberra Crescent, 757078"
1244,PROXIMO,"27 Robin Road, 258204"
1245,Q BAY RESIDENCES,"1 Tampines Street 86, 528583"
1246,QUBE SUITES,"24 Jalan Punai, 418804"
1247,QUEENS,"10 Stirling Road, 148954"
1248,QUEENS PEAK,"1 Dundee Road, 149456"
1249,QUEENSBERRY LODGE,"11 Shanghai Road, 248185"
